transaction_id,timestamp,amount,sender_age,receiver_type,transaction_type,device_id,location,hour,account_age_days,transactions_last_24h,avg_amount_30d,new_receiver,new_device,failed_attempts,distance_from_usual_location_km,fraud_label
TXN0075763,2026-09-21 01:30:00,5863.33,23.0,Person,P2P,DEV02870,Chennai,1,2573,7,466.58,0,0,1,4.2,0
TXN0075764,2026-09-21 01:35:00,1711.13,49.0,Merchant,P2P,DEV09127,Kolkata,1,1972,1,1576.29,0,0,0,30.6,0
TXN0075765,2026-09-21 01:40:00,185.69,62.0,Merchant,P2M,DEV03706,Chennai,1,2363,3,414.44,0,0,1,8.8,0
TXN0075766,2026-09-21 01:45:00,1937.98,22.0,Merchant,P2P,DEV03873,Ahmedabad,1,2232,6,1140.02,0,0,0,6.6,0
TXN0075767,2026-09-21 01:50:00,721.71,52.0,Person,P2P,DEV00211,Chennai,1,2036,2,164.04,0,0,0,10.4,1
TXN0075768,2026-09-21 01:55:00,473.17,33.0,Merchant,P2P,DEV03219,Delhi,1,1452,7,445.06,0,0,0,3.4,0
TXN0075769,2026-09-21 02:00:00,196.95,40.0,Merchant,Recharge,DEV06341,Chennai,2,2043,5,846.7,0,0,0,4.1,0
TXN0075770,2026-09-21 02:05:00,624.31,67.0,Person,P2P,DEV00004,Kolkata,2,2620,7,502.2,1,0,0,14.5,0
TXN0075771,2026-09-21 02:10:00,1021.39,32.0,Person,Recharge,DEV09601,Delhi,2,2390,7,347.36,0,0,0,4.6,0
TXN0075772,2026-09-21 02:15:00,1773.92,25.0,Person,BillPayment,DEV08833,Pune,2,3434,5,390.52,0,0,0,3.6,0
TXN0075773,2026-09-21 02:20:00,278.51,35.0,Merchant,P2P,DEV06506,Mumbai,2,2386,6,323.78,0,0,1,18.7,0
TXN0075774,2026-09-21 02:25:00,552.72,46.0,Person,P2M,DEV04782,Bengaluru,2,598,3,679.51,0,0,1,7.4,0
TXN0075775,2026-09-21 02:30:00,510.7,47.0,Person,P2P,DEV06551,Chennai,2,3637,6,862.05,0,0,1,5.1,0
TXN0075776,2026-09-21 02:35:00,474.27,,Merchant,Recharge,DEV07355,Delhi,2,766,6,684.16,0,0,0,2.0,0
TXN0075777,2026-09-21 02:40:00,182.94,29.0,OnlineShopping,P2M,DEV07922,Delhi,2,5,1,247.26,0,0,0,21.8,0
TXN0075778,2026-09-21 02:45:00,289.71,22.0,Utility,P2P,DEV08005,Bengaluru,2,2725,4,658.16,0,1,0,38.8,0
TXN0075779,2026-09-21 02:50:00,620.1,69.0,Utility,P2P,DEV04276,Delhi,2,1463,1,924.23,0,0,0,6.2,0
TXN0075780,2026-09-21 02:55:00,1571.51,23.0,Person,P2P,DEV08665,Chennai,2,385,4,563.25,0,0,0,7.3,0
TXN0075781,2026-09-21 03:00:00,665.26,68.0,OnlineShopping,BillPayment,DEV06424,Delhi,3,2168,1,645.82,1,0,1,0.8,0
TXN0075782,2026-09-21 03:05:00,253.51,65.0,Person,P2M,DEV05291,Kolkata,3,2187,9,443.96,0,0,0,30.8,0
TXN0075783,2026-09-21 03:10:00,645.75,51.0,Person,P2P,DEV00180,Mumbai,3,1435,4,554.54,0,0,0,11.2,0
TXN0075784,2026-09-21 03:15:00,242.39,32.0,Merchant,P2P,DEV00506,Mumbai,3,168,1,2072.25,0,0,1,9.6,0
TXN0075785,2026-09-21 03:20:00,1763.85,63.0,Person,P2P,DEV02047,Kolkata,3,1182,2,808.22,0,0,1,6.2,0
TXN0075786,2026-09-21 03:25:00,3751.59,55.0,Merchant,P2P,DEV03578,Ahmedabad,3,2790,3,,0,0,0,0.7,0
TXN0075787,2026-09-21 03:30:00,921.98,44.0,Person,P2P,DEV02457,Bengaluru,3,3043,8,409.92,0,0,0,6.8,0
TXN0075788,2026-09-21 03:35:00,1645.87,36.0,Person,Recharge,DEV03154,Bengaluru,3,1535,5,845.13,0,0,0,14.3,0
TXN0075789,2026-09-21 03:40:00,410.66,43.0,Merchant,P2M,DEV09467,Ahmedabad,3,3355,5,1088.4,0,0,0,4.6,0
TXN0075790,2026-09-21 03:45:00,1055.38,26.0,Merchant,BillPayment,DEV03811,Kolkata,3,1588,8,565.04,0,0,0,2.4,0
TXN0075791,2026-09-21 03:50:00,787.84,64.0,Merchant,P2M,DEV00596,Pune,3,2745,4,1832.84,0,0,2,4.1,0
TXN0075792,2026-09-21 03:55:00,2198.75,29.0,Person,P2P,DEV08831,Hyderabad,3,2919,4,1065.99,0,0,1,2.3,0
TXN0075793,2026-09-21 04:00:00,447.56,61.0,Person,P2M,DEV04200,Pune,4,2035,7,331.11,0,0,1,2.6,0
TXN0075794,2026-09-21 04:05:00,746.04,55.0,Person,BillPayment,DEV02329,Delhi,4,3367,7,281.94,0,0,0,14.3,0
TXN0075795,2026-09-21 04:10:00,268.26,20.0,Person,P2P,DEV09381,Pune,4,1202,2,932.71,0,0,0,1.5,0
TXN0075796,2026-09-21 04:15:00,1530.48,33.0,Person,P2M,DEV06199,Chennai,4,2969,5,617.28,1,0,0,0.9,0
TXN0075797,2026-09-21 04:20:00,426.07,62.0,Person,P2P,DEV01110,Pune,4,278,5,356.73,0,0,0,8.4,0
TXN0075798,2026-09-21 04:25:00,583.55,32.0,OnlineShopping,P2P,DEV05030,Mumbai,4,2221,8,583.44,0,0,0,2.1,0
TXN0075799,2026-09-21 04:30:00,328.16,35.0,Merchant,P2M,DEV02136,Chennai,4,566,4,565.0,0,0,0,19.2,0
TXN0075800,2026-09-21 04:35:00,661.6,61.0,Merchant,P2M,DEV02033,Mumbai,4,253,2,286.78,0,0,0,3.1,0
TXN0075801,2026-09-21 04:40:00,1634.6,35.0,Merchant,P2M,DEV06168,Delhi,4,3342,5,812.64,1,0,1,9.3,0
TXN0075802,2026-09-21 04:45:00,1140.6,28.0,Person,BillPayment,DEV03555,Bengaluru,4,1247,2,874.19,0,0,0,6.5,0
TXN0075803,2026-09-21 04:50:00,2864.48,48.0,Merchant,P2P,DEV01348,Bengaluru,4,433,4,506.95,0,1,0,1.4,0
TXN0075804,2026-09-21 04:55:00,414.95,36.0,,BillPayment,DEV03566,Mumbai,4,2859,7,1599.2,0,0,0,5.8,0
TXN0075805,2026-09-21 05:00:00,804.64,40.0,Person,P2P,DEV08907,Pune,5,2156,5,920.17,0,0,1,38.3,0
TXN0075806,2026-09-21 05:05:00,2520.61,63.0,Merchant,P2M,DEV03983,Mumbai,5,1830,7,1048.3,1,0,0,7.8,0
TXN0075807,2026-09-21 05:10:00,312.83,35.0,Merchant,P2P,DEV09394,Pune,5,63,4,1190.57,1,0,0,6.0,0
TXN0075808,2026-09-21 05:15:00,2661.66,40.0,Person,P2M,DEV01163,Hyderabad,5,849,3,1264.62,0,0,0,0.2,0
TXN0075809,2026-09-21 05:20:00,3691.45,68.0,Person,BillPayment,DEV01250,Pune,5,2552,7,3117.44,0,0,0,5.4,0
TXN0075810,2026-09-21 05:25:00,267.07,26.0,Utility,P2M,DEV03573,Delhi,5,2793,8,688.64,0,0,1,10.4,0
TXN0075811,2026-09-21 05:30:00,9214.4,23.0,Person,P2P,DEV04210,Mumbai,5,1190,7,311.66,0,0,2,8.5,0
TXN0075812,2026-09-21 05:35:00,612.73,62.0,Person,BillPayment,DEV00677,Bengaluru,5,1009,6,663.99,0,0,1,2.1,0
TXN0075813,2026-09-21 05:40:00,149.1,34.0,OnlineShopping,P2P,DEV07468,Hyderabad,5,761,1,222.36,1,0,0,3.0,0
TXN0075814,2026-09-21 05:45:00,268.95,31.0,Person,P2P,DEV03288,Pune,5,1385,3,182.41,0,0,0,11.7,0
TXN0075815,2026-09-21 05:50:00,689.63,53.0,Merchant,P2P,DEV08611,Bengaluru,5,623,4,407.81,0,0,0,18.8,0
TXN0075816,2026-09-21 05:55:00,534.88,30.0,Person,P2P,DEV09501,Kolkata,5,1863,7,811.82,0,0,0,0.2,0
TXN0075817,2026-09-21 06:00:00,366.62,24.0,Person,P2M,DEV07833,Kolkata,6,3095,1,965.66,0,0,1,1.5,0
TXN0075818,2026-09-21 06:05:00,233.45,60.0,Merchant,Recharge,DEV08149,Ahmedabad,6,1139,2,575.39,0,0,0,0.3,0
TXN0075819,2026-09-21 06:10:00,197.9,26.0,OnlineShopping,P2P,DEV04637,Delhi,6,2282,6,1268.54,0,0,0,2.4,0
TXN0075820,2026-09-21 06:15:00,4212.76,43.0,Person,P2P,DEV03049,Delhi,6,2544,1,704.18,0,0,0,4.1,0
TXN0075821,2026-09-21 06:20:00,1151.66,52.0,Merchant,BillPayment,DEV07253,Hyderabad,6,3121,5,497.47,0,0,0,12.1,0
TXN0075822,2026-09-21 06:25:00,2200.38,57.0,OnlineShopping,P2M,DEV01711,Chennai,6,1926,5,470.93,0,0,0,0.7,0
TXN0075823,2026-09-21 06:30:00,316.83,22.0,Person,P2M,DEV04752,Mumbai,6,2787,2,298.32,0,0,0,1.9,0
TXN0075824,2026-09-21 06:35:00,544.87,41.0,Merchant,P2P,DEV00534,Pune,6,1387,6,567.94,0,0,0,3.6,0
TXN0075825,2026-09-21 06:40:00,293.28,47.0,Merchant,P2M,DEV00892,Hyderabad,6,631,4,335.49,0,0,0,12.5,0
TXN0075826,2026-09-21 06:45:00,492.09,50.0,Person,P2P,DEV04071,Pune,6,291,6,275.41,0,0,0,14.3,0
TXN0075827,2026-09-21 06:50:00,2350.86,29.0,Person,P2P,DEV02141,Mumbai,6,1538,7,999.5,0,0,0,8.1,0
TXN0075828,2026-09-21 06:55:00,526.03,36.0,Utility,P2M,DEV02145,Bengaluru,6,2642,10,566.81,0,1,2,13.1,1
TXN0075829,2026-09-21 07:00:00,732.89,26.0,Person,Recharge,DEV03289,Delhi,7,1448,6,1121.92,0,0,0,4.1,0
TXN0075830,2026-09-21 07:05:00,415.94,35.0,OnlineShopping,P2P,DEV07391,Delhi,7,2979,3,2561.86,0,0,0,2.6,0
TXN0075831,2026-09-21 07:10:00,1760.29,33.0,Merchant,P2M,DEV04117,Bengaluru,7,951,6,469.9,0,0,0,5.3,0
TXN0075832,2026-09-21 07:15:00,462.06,37.0,Person,P2M,DEV01173,Bengaluru,7,1437,2,746.79,0,1,1,6.5,0
TXN0075833,2026-09-21 07:20:00,2899.28,66.0,Person,P2P,DEV02637,Hyderabad,7,2466,6,415.26,0,0,0,59.7,0
TXN0075834,2026-09-21 07:25:00,575.55,48.0,Person,P2M,DEV02932,Delhi,7,1132,1,3442.5,1,0,0,0.1,0
TXN0075835,2026-09-21 07:30:00,9588.58,56.0,Person,BillPayment,DEV07177,Bengaluru,7,2501,10,859.4,0,0,0,15.4,0
TXN0075836,2026-09-21 07:35:00,2816.24,42.0,Person,P2P,DEV09958,Pune,7,1471,6,160.22,1,0,1,12.8,0
TXN0075837,2026-09-21 07:40:00,806.63,41.0,Merchant,Recharge,DEV09980,Delhi,7,2673,7,467.83,0,0,1,6.1,0
TXN0075838,2026-09-21 07:45:00,910.14,20.0,OnlineShopping,P2M,DEV03587,Kolkata,7,1791,12,627.74,0,0,0,0.2,0
TXN0075839,2026-09-21 07:50:00,3347.51,39.0,Utility,P2M,DEV01382,Pune,7,3194,5,248.74,0,0,1,10.1,0
TXN0075840,2026-09-21 07:55:00,1177.43,25.0,Merchant,P2P,DEV08211,Chennai,7,1521,4,384.22,0,0,0,1.3,0
TXN0075841,2026-09-21 08:00:00,1548.6,45.0,Merchant,P2M,DEV01321,Kolkata,8,1856,4,1731.42,0,0,0,20.3,0
TXN0075842,2026-09-21 08:05:00,7039.94,27.0,Person,P2P,DEV00580,Kolkata,8,2996,4,372.92,0,0,1,48.1,0
TXN0075843,2026-09-21 08:10:00,1044.85,47.0,OnlineShopping,BillPayment,DEV08971,Ahmedabad,8,1585,7,870.54,1,0,0,3.0,0
TXN0075844,2026-09-21 08:15:00,103.97,56.0,Merchant,Recharge,DEV09331,Hyderabad,8,923,5,584.72,0,0,1,4.4,0
TXN0075845,2026-09-21 08:20:00,1010.13,58.0,Person,P2P,DEV09903,Hyderabad,8,809,4,1421.81,0,0,0,1.0,0
TXN0075846,2026-09-21 08:25:00,2746.1,40.0,Person,P2M,DEV01578,Delhi,8,2248,7,827.87,0,0,0,0.6,0
TXN0075847,2026-09-21 08:30:00,1164.21,30.0,Person,P2P,DEV06991,Bengaluru,8,189,1,457.86,0,0,1,0.0,1
TXN0075848,2026-09-21 08:35:00,266.98,26.0,Utility,BillPayment,DEV01297,Delhi,8,3105,4,410.52,0,0,0,10.8,0
TXN0075849,2026-09-21 08:40:00,780.63,47.0,Merchant,BillPayment,DEV04016,Delhi,8,2577,7,556.34,0,0,0,1.8,0
TXN0075850,2026-09-21 08:45:00,3748.68,43.0,Person,P2M,DEV05332,Mumbai,8,2521,4,517.1,0,0,1,17.1,0
TXN0075851,2026-09-21 08:50:00,205.74,36.0,Person,P2P,DEV01556,Ahmedabad,8,2151,6,680.19,0,0,1,6.5,0
TXN0075852,2026-09-21 08:55:00,152.11,55.0,Merchant,P2P,DEV09629,Delhi,8,3175,5,1124.8,0,0,1,0.9,0
TXN0075853,2026-09-21 09:00:00,368.0,22.0,Person,P2M,DEV09467,Ahmedabad,9,1469,5,456.38,0,1,1,5.9,0
TXN0075854,2026-09-21 09:05:00,2675.08,49.0,Merchant,P2M,DEV09382,Mumbai,9,1411,2,1041.65,0,0,0,3.5,0
TXN0075855,2026-09-21 09:10:00,109.68,38.0,OnlineShopping,P2P,DEV08283,Delhi,9,963,1,1738.12,0,0,0,23.2,0
TXN0075856,2026-09-21 09:15:00,959.22,21.0,Person,BillPayment,DEV09168,Delhi,9,959,2,1420.02,0,0,0,0.6,0
TXN0075857,2026-09-21 09:20:00,1396.21,52.0,Person,P2P,DEV00153,Chennai,9,885,3,247.22,0,0,0,2.9,0
TXN0075858,2026-09-21 09:25:00,851.49,37.0,Person,P2P,DEV02889,Kolkata,9,1311,4,453.91,0,0,1,12.1,0
TXN0075859,2026-09-21 09:30:00,193.3,56.0,OnlineShopping,P2M,DEV08348,Delhi,9,2367,4,344.39,0,0,0,2.7,0
TXN0075860,2026-09-21 09:35:00,968.72,68.0,OnlineShopping,P2M,DEV04390,Pune,9,2296,4,2038.01,0,0,0,15.6,0
TXN0075861,2026-09-21 09:40:00,285.78,66.0,Person,P2P,DEV04054,Ahmedabad,9,3340,6,441.54,0,0,0,9.1,0
TXN0075862,2026-09-21 09:45:00,983.33,64.0,Person,BillPayment,DEV07794,Chennai,9,1504,8,252.79,0,0,1,2.1,0
TXN0075863,2026-09-21 09:50:00,348.79,19.0,Merchant,BillPayment,DEV06212,Chennai,9,658,4,1782.72,0,0,1,0.8,0
TXN0075864,2026-09-21 09:55:00,1184.47,22.0,Merchant,P2P,DEV00399,Ahmedabad,9,938,5,1222.89,0,0,1,4.4,0
TXN0075865,2026-09-21 10:00:00,808.78,18.0,Person,P2P,DEV09704,Ahmedabad,10,2453,4,645.77,0,0,0,1.3,0
TXN0075866,2026-09-21 10:05:00,240.24,39.0,Person,P2P,DEV05417,Pune,10,2980,3,852.39,0,1,0,7.0,0
TXN0075867,2026-09-21 10:10:00,1476.93,47.0,Person,P2M,DEV07751,Chennai,10,796,5,650.07,0,0,1,45.3,0
TXN0075868,2026-09-21 10:15:00,733.94,50.0,Person,Recharge,DEV04412,Mumbai,10,913,2,525.07,0,0,0,5.4,0
TXN0075869,2026-09-21 10:20:00,1168.23,53.0,Merchant,BillPayment,DEV07210,Delhi,10,3613,4,402.17,1,0,0,1.8,0
TXN0075870,2026-09-21 10:25:00,1033.97,26.0,Person,P2P,DEV01420,Chennai,10,3459,3,443.54,1,0,0,2.9,0
TXN0075871,2026-09-21 10:30:00,2314.75,31.0,OnlineShopping,P2P,DEV00999,Mumbai,10,3558,5,1454.6,0,0,1,26.2,1
TXN0075872,2026-09-21 10:35:00,1511.04,27.0,Person,BillPayment,DEV07532,Pune,10,424,7,3218.23,0,0,0,9.2,0
TXN0075873,2026-09-21 10:40:00,1273.37,46.0,Merchant,P2P,DEV06962,Bengaluru,10,2721,4,1231.73,0,0,0,13.5,0
TXN0075874,2026-09-21 10:45:00,126.77,35.0,OnlineShopping,P2P,DEV03978,Hyderabad,10,1376,3,601.26,0,0,0,3.9,0
TXN0075875,2026-09-21 10:50:00,548.61,42.0,Person,Recharge,DEV01326,Ahmedabad,10,1335,6,413.77,0,0,0,14.9,0
TXN0075876,2026-09-21 10:55:00,60.73,48.0,Person,P2P,DEV03398,Mumbai,10,278,7,1118.82,0,0,1,4.1,0
TXN0075877,2026-09-21 11:00:00,189.33,55.0,Merchant,BillPayment,DEV04565,Bengaluru,11,789,4,905.12,0,0,0,12.7,0
TXN0075878,2026-09-21 11:05:00,2414.89,48.0,Merchant,BillPayment,DEV05182,Ahmedabad,11,3291,2,1168.07,1,0,0,10.7,0
TXN0075879,2026-09-21 11:10:00,473.77,69.0,Utility,BillPayment,DEV09095,Pune,11,705,4,298.89,1,0,0,8.0,0
TXN0075880,2026-09-21 11:15:00,2358.5,36.0,Merchant,P2P,DEV01789,Chennai,11,1095,3,537.94,0,0,0,2.5,0
TXN0075881,2026-09-21 11:20:00,341.84,59.0,Person,Recharge,DEV03603,Bengaluru,11,1645,4,1028.33,0,0,1,3.9,0
TXN0075882,2026-09-21 11:25:00,653.36,67.0,Merchant,P2M,DEV07440,Hyderabad,11,7,11,460.56,0,0,0,17.3,0
TXN0075883,2026-09-21 11:30:00,870.11,68.0,Merchant,P2M,DEV01305,Delhi,11,372,3,2177.34,0,0,1,14.5,0
TXN0075884,2026-09-21 11:35:00,3522.59,26.0,Merchant,P2P,DEV01328,Kolkata,11,1884,6,309.34,1,0,0,7.4,0
TXN0075885,2026-09-21 11:40:00,2045.38,20.0,Merchant,Recharge,DEV00983,Mumbai,11,236,5,666.9,0,0,0,1.6,0
TXN0075886,2026-09-21 11:45:00,457.24,62.0,Merchant,P2P,DEV01219,Mumbai,11,1348,12,693.64,1,0,0,4.7,0
TXN0075887,2026-09-21 11:50:00,460.18,54.0,Person,P2M,DEV08122,Kolkata,11,3211,4,656.35,0,0,0,9.2,0
TXN0075888,2026-09-21 11:55:00,911.59,53.0,Person,P2M,DEV08540,Ahmedabad,11,3526,3,944.63,0,1,0,27.8,0
TXN0075889,2026-09-21 12:00:00,8232.38,57.0,Person,BillPayment,DEV06085,Hyderabad,12,2565,5,1115.38,0,0,0,19.1,0
TXN0075890,2026-09-21 12:05:00,823.12,56.0,Person,P2M,DEV02005,Mumbai,12,2380,5,1459.66,0,0,1,11.1,0
TXN0075891,2026-09-21 12:10:00,335.97,29.0,Merchant,BillPayment,DEV07094,Pune,12,2492,9,694.96,0,0,0,3.8,0
TXN0075892,2026-09-21 12:15:00,352.81,47.0,Person,P2P,DEV07975,Delhi,12,3186,2,610.51,0,0,1,3.7,0
TXN0075893,2026-09-21 12:20:00,638.36,47.0,Merchant,P2P,DEV03561,Mumbai,12,3548,2,1632.13,0,0,1,3.7,0
TXN0075894,2026-09-21 12:25:00,1055.9,65.0,Person,BillPayment,DEV03669,Pune,12,841,7,640.63,0,0,0,1.1,0
TXN0075895,2026-09-21 12:30:00,310.8,38.0,Merchant,P2P,DEV02963,Bengaluru,12,2090,5,1148.8,0,0,0,1.5,0
TXN0075896,2026-09-21 12:35:00,1987.32,35.0,Person,P2P,DEV06475,Delhi,12,800,3,771.11,0,1,1,3.7,0
TXN0075897,2026-09-21 12:40:00,399.55,39.0,Merchant,P2P,DEV02367,Chennai,12,2235,5,1167.3,0,0,1,4.4,0
TXN0075898,2026-09-21 12:45:00,2820.85,55.0,Merchant,P2M,DEV02072,Kolkata,12,1345,3,800.69,0,0,0,1.3,0
TXN0075899,2026-09-21 12:50:00,998.58,21.0,Person,P2M,DEV02487,Ahmedabad,12,652,5,724.12,0,0,1,4.1,0
TXN0075900,2026-09-21 12:55:00,552.48,57.0,Person,P2M,DEV09285,Delhi,12,385,7,1238.49,0,0,0,7.8,0
TXN0075901,2026-09-21 13:00:00,46.27,34.0,Person,P2P,DEV02514,Mumbai,13,2922,3,132.36,0,0,1,17.5,0
TXN0075902,2026-09-21 13:05:00,541.79,18.0,Person,P2M,DEV01157,Delhi,13,2654,5,586.08,0,0,0,1.0,0
TXN0075903,2026-09-21 13:10:00,787.03,52.0,OnlineShopping,P2M,DEV05491,Delhi,13,3444,7,506.68,0,0,0,29.7,0
TXN0075904,2026-09-21 13:15:00,822.91,24.0,Utility,Recharge,DEV03472,Kolkata,13,3417,3,2448.04,0,0,1,11.7,0
TXN0075905,2026-09-21 13:20:00,1415.15,36.0,Merchant,P2P,DEV04918,Mumbai,13,351,8,1330.49,0,0,0,20.0,0
TXN0075906,2026-09-21 13:25:00,533.21,20.0,Person,P2P,DEV07227,Mumbai,13,261,8,458.54,0,0,0,14.1,0
TXN0075907,2026-09-21 13:30:00,1433.96,69.0,Merchant,P2P,DEV06855,Ahmedabad,13,3106,2,414.25,0,0,0,5.7,0
TXN0075908,2026-09-21 13:35:00,317.27,49.0,Merchant,P2M,DEV02156,Mumbai,13,1045,4,478.15,0,0,0,4.4,0
TXN0075909,2026-09-21 13:40:00,2154.25,38.0,Utility,P2P,DEV04507,Bengaluru,13,1834,2,308.86,0,0,0,22.5,0
TXN0075910,2026-09-21 13:45:00,2184.83,27.0,Utility,P2M,DEV09407,Mumbai,13,1904,5,2986.5,0,0,1,12.0,0
TXN0075911,2026-09-21 13:50:00,1105.45,49.0,Person,P2M,DEV08700,Ahmedabad,13,2786,6,1094.9,0,0,1,25.3,0
TXN0075912,2026-09-21 13:55:00,1720.56,43.0,Utility,P2M,DEV06367,Kolkata,13,1105,5,793.96,0,0,0,7.2,0
TXN0075913,2026-09-21 14:00:00,593.53,62.0,Person,P2M,DEV06533,Delhi,14,2507,7,625.37,0,0,0,0.4,0
TXN0075914,2026-09-21 14:05:00,672.07,46.0,Person,P2M,DEV07978,Pune,14,2429,5,1970.87,0,0,0,1.2,0
TXN0075915,2026-09-21 14:10:00,633.04,23.0,Merchant,P2P,DEV05670,Kolkata,14,991,4,377.15,0,0,1,7.1,0
TXN0075916,2026-09-21 14:15:00,2949.45,48.0,Merchant,Recharge,DEV03279,Chennai,14,3109,5,772.6,0,0,0,11.9,0
TXN0075917,2026-09-21 14:20:00,982.89,68.0,Utility,P2P,DEV07283,Bengaluru,14,152,4,430.83,0,0,0,10.5,0
TXN0075918,2026-09-21 14:25:00,374.38,61.0,Person,P2M,DEV01628,Hyderabad,14,2615,2,921.41,0,0,0,14.9,0
TXN0075919,2026-09-21 14:30:00,759.09,57.0,Person,Recharge,DEV01473,Bengaluru,14,3185,7,474.31,0,0,1,5.7,0
TXN0075920,2026-09-21 14:35:00,500.68,55.0,Merchant,Recharge,DEV01717,Delhi,14,2516,4,1392.74,0,0,0,0.4,0
TXN0075921,2026-09-21 14:40:00,962.98,42.0,Person,P2M,DEV02158,Bengaluru,14,3339,8,657.57,0,0,0,8.9,0
TXN0075922,2026-09-21 14:45:00,683.4,40.0,Person,P2P,DEV08868,Pune,14,2587,7,1487.47,0,0,1,9.2,0
TXN0075923,2026-09-21 14:50:00,208.13,36.0,Person,P2P,DEV05412,Ahmedabad,14,823,2,686.94,0,0,2,3.4,0
TXN0075924,2026-09-21 14:55:00,275.76,61.0,Utility,P2M,DEV02866,Kolkata,14,2671,3,1750.06,0,0,2,4.0,0
TXN0075925,2026-09-21 15:00:00,555.94,43.0,,P2M,DEV04507,Bengaluru,15,1954,3,873.95,0,0,1,3.7,0
TXN0075926,2026-09-21 15:05:00,3203.78,63.0,Person,P2P,DEV04447,Kolkata,15,2078,6,392.31,1,0,0,3.5,0
TXN0075927,2026-09-21 15:10:00,129.43,27.0,Person,P2P,DEV08267,Hyderabad,15,2959,4,1827.4,0,0,0,6.9,0
TXN0075928,2026-09-21 15:15:00,1203.38,41.0,Merchant,Recharge,DEV05955,Delhi,15,2502,4,1233.04,0,0,0,38.0,0
TXN0075929,2026-09-21 15:20:00,4037.68,64.0,Utility,P2P,DEV05948,Kolkata,15,3349,6,554.09,0,0,0,3.3,1
TXN0075930,2026-09-21 15:25:00,2231.91,35.0,OnlineShopping,BillPayment,DEV04961,Kolkata,15,1724,0,929.22,0,0,0,4.1,0
TXN0075931,2026-09-21 15:30:00,828.8,33.0,Person,P2P,DEV00354,Hyderabad,15,2911,3,471.73,1,0,0,11.5,0
TXN0075932,2026-09-21 15:35:00,677.25,39.0,Person,Recharge,DEV04119,Bengaluru,15,3185,8,380.7,0,0,0,7.1,0
TXN0075933,2026-09-21 15:40:00,1613.65,38.0,Merchant,P2P,DEV08598,Hyderabad,15,21,7,946.23,1,0,1,6.4,0
TXN0075934,2026-09-21 15:45:00,3840.51,21.0,Person,P2M,DEV02255,Ahmedabad,15,957,5,1045.19,0,0,1,12.6,0
TXN0075935,2026-09-21 15:50:00,1742.97,68.0,Merchant,BillPayment,DEV09223,Bengaluru,15,3425,3,990.71,0,1,2,1.5,1
TXN0075936,2026-09-21 15:55:00,1023.46,62.0,Person,P2P,DEV07195,Bengaluru,15,369,6,3030.35,0,0,0,2.3,0
TXN0075937,2026-09-21 16:00:00,2851.11,49.0,Merchant,P2P,DEV03970,Delhi,16,994,3,862.95,0,0,0,8.2,0
TXN0075938,2026-09-21 16:05:00,1015.87,39.0,Person,BillPayment,DEV02965,Ahmedabad,16,1986,3,945.56,0,0,0,6.0,0
TXN0075939,2026-09-21 16:10:00,932.09,20.0,Merchant,P2M,DEV00981,Pune,16,1221,5,,0,1,0,5.4,0
TXN0075940,2026-09-21 16:15:00,1603.83,63.0,Person,P2P,DEV09347,Bengaluru,16,247,0,936.67,0,0,0,2.1,0
TXN0075941,2026-09-21 16:20:00,449.04,48.0,Merchant,P2P,DEV02656,Kolkata,16,3127,5,491.85,0,1,0,5.8,0
TXN0075942,2026-09-21 16:25:00,16916.13,18.0,Person,P2M,DEV05447,Delhi,16,1004,7,338.9,0,0,1,11.5,0
TXN0075943,2026-09-21 16:30:00,995.44,26.0,Merchant,P2P,DEV07383,Bengaluru,16,489,2,159.1,0,1,0,9.2,0
TXN0075944,2026-09-21 16:35:00,706.58,40.0,Utility,P2M,DEV01993,Pune,16,3555,3,134.49,0,0,1,6.1,0
TXN0075945,2026-09-21 16:40:00,1977.23,47.0,Merchant,P2P,DEV02573,Bengaluru,16,1834,4,1392.38,0,0,0,7.3,0
TXN0075946,2026-09-21 16:45:00,2544.28,56.0,Person,P2P,DEV05830,Chennai,16,2924,1,931.53,0,0,2,35.4,0
TXN0075947,2026-09-21 16:50:00,428.59,55.0,Person,Recharge,DEV07437,Kolkata,16,1116,7,353.74,0,0,0,2.0,0
TXN0075948,2026-09-21 16:55:00,153.88,23.0,Utility,P2P,DEV07843,Ahmedabad,16,389,4,2255.57,0,0,2,2.1,0
TXN0075949,2026-09-21 17:00:00,610.55,39.0,Person,BillPayment,DEV00032,Kolkata,17,2534,2,709.08,0,0,0,13.9,0
TXN0075950,2026-09-21 17:05:00,1129.93,20.0,Merchant,BillPayment,DEV08496,Kolkata,17,2429,4,455.06,0,0,0,7.0,0
TXN0075951,2026-09-21 17:10:00,404.89,63.0,Merchant,P2P,DEV06024,Bengaluru,17,360,6,423.4,0,0,0,45.8,0
TXN0075952,2026-09-21 17:15:00,828.73,19.0,Utility,P2M,DEV08349,Bengaluru,17,21,7,795.95,1,0,0,0.2,0
TXN0075953,2026-09-21 17:20:00,747.73,50.0,Person,P2M,DEV06544,Mumbai,17,1039,4,690.69,0,0,1,5.3,0
TXN0075954,2026-09-21 17:25:00,165.57,51.0,Merchant,P2M,DEV09116,Chennai,17,929,5,598.96,0,0,0,16.7,0
TXN0075955,2026-09-21 17:30:00,1646.55,29.0,Merchant,P2P,DEV01936,Ahmedabad,17,3060,4,617.52,1,0,0,1.0,0
